index,token,count,tag,frequency,neg,neu,pos,compound
833,theori,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
64,complet,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
873,research,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
702,expert,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
465,doubt,1,NN,0.0011273957158962795,1.0,0.0,0.0,-0.3612
234,scientist,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
694,long-term,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
141,agenc,1,IN,0.0011273957158962795,0.0,1.0,0.0,0.0
564,practic,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
640,affect,1,VBP,0.0011273957158962795,0.0,1.0,0.0,0.0
867,expect,1,VB,0.0011273957158962795,0.0,1.0,0.0,0.0
344,mili,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
366,human,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
687,minor,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
701,literatur,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
571,closer,1,JJR,0.0011273957158962795,0.0,1.0,0.0,0.0
201,galact,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
829,explan,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
147,map,1,NNS,0.0011273957158962795,0.0,1.0,0.0,0.0
318,experi,1,VB,0.0011273957158962795,0.0,1.0,0.0,0.0
785,avail,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
323,major,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
864,rather,1,RB,0.0011273957158962795,0.0,1.0,0.0,0.0
327,think,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
139,european,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
644,pull,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
779,subject,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
581,coher,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
685,environ,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
481,milimetr,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
557,short,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
810,discov,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
838,dens,1,NNS,0.0011273957158962795,0.0,1.0,0.0,0.0
836,began,1,VBD,0.0011273957158962795,0.0,1.0,0.0,0.0
819,us,1,PRP,0.0011273957158962795,0.0,1.0,0.0,0.0
480,even,1,RB,0.0011273957158962795,0.0,1.0,0.0,0.0
832,bang,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
837,hot,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
164,particular,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
217,complex,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
213,halo,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
872,activ,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
330,mistak,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
540,meter,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
17,bar,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
445,mistaken,1,JJ,0.0011273957158962795,1.0,0.0,0.0,-0.3612
308,matur,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
235,continu,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
354,ergo,1,VBP,0.0011273957158962795,0.0,1.0,0.0,0.0
515,question,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
241,place,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
367,capabl,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
865,slow,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
382,determin,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
409,regard,1,VBP,0.0011273957158962795,0.0,1.0,0.0,0.0
144,mission,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
671,percent,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
110,nasa,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
315,format,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
693,contribut,1,VBD,0.0011273957158962795,0.0,1.0,0.0,0.0
842,billion,1,CD,0.0011273957158962795,0.0,1.0,0.0,0.0
847,ever,1,RB,0.0011273957158962795,0.0,1.0,0.0,0.0
143,gaia,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
380,inform,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
818,away,1,RB,0.0011273957158962795,0.0,1.0,0.0,0.0
495,technolog,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
94,zoom,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
24,arm,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
128,movement,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
565,purpos,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
211,dark,1,VBP,0.0011273957158962795,0.0,1.0,0.0,0.0
520,slightli,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
848,sinc,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
862,acceler,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
831,big,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
111,eye,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
446,abl,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
492,difficult,1,JJ,0.0011273957158962795,1.0,0.0,0.0,-0.3612
464,reason,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
523,number,1,NN,0.0011273957158962795,0.0,0.0,1.0,0.0772
854,spread,1,VBP,0.0011273957158962795,0.0,1.0,0.0,0.0
238,better,1,RBR,0.0011273957158962795,0.0,0.0,1.0,0.4404
812,edwin,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
885,theoret,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
448,minut,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
146,high-precis,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
219,depend,1,VBP,0.0011273957158962795,0.0,1.0,0.0,0.0
305,thought,1,VBD,0.0011273957158962795,0.0,1.0,0.0,0.0
798,ok,1,JJ,0.0011273957158962795,0.0,0.0,1.0,0.296
791,unlik,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
496,possibl,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
374,doesnt,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
483,valid,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
442,attent,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
331,convers,1,NNS,0.0011273957158962795,0.0,1.0,0.0,0.0
780,revis,1,VBZ,0.0011273957158962795,0.0,1.0,0.0,0.0
826,law,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
821,proport,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
880,properti,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
677,ten,1,CD,0.0011273957158962795,0.0,1.0,0.0,0.0
598,smaller,1,JJR,0.0011273957158962795,0.0,1.0,0.0,0.0
60,225-250,1,CD,0.0011273957158962795,0.0,1.0,0.0,0.0
479,centuri,1,VBD,0.0011273957158962795,0.0,1.0,0.0,0.0
649,orient,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
121,celesti,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
361,secondli,1,NNS,0.0011273957158962795,0.0,1.0,0.0,0.0
441,bring,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
221,veloc,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
340,said,1,VBD,0.0011273957158962795,0.0,1.0,0.0,0.0
333,ask,1,VBP,0.0011273957158962795,0.0,1.0,0.0,0.0
645,moon,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
828,accept,1,IN,0.0011273957158962795,0.0,0.0,1.0,0.3818
572,farther,1,RBR,0.0011273957158962795,0.0,1.0,0.0,0.0
214,exact,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
89,3d,1,CD,0.0011273957158962795,0.0,1.0,0.0,0.0
570,gotten,1,VBP,0.0011273957158962795,0.0,1.0,0.0,0.0
558,term,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
563,neglig,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
603,today,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
222,individu,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
373,tool,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
187,4,1,CD,0.0011273957158962795,0.0,0.0,0.0,0.0
455,would,1,MD,0.0011273957158962795,0.0,1.0,0.0,0.0
436,form,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
381,requir,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
881,behavior,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
846,cool,1,NN,0.0011273957158962795,0.0,0.0,1.0,0.3182
597,greater,1,JJR,0.0011273957158962795,0.0,0.0,1.0,0.3612
507,yet,1,RB,0.0011273957158962795,0.0,1.0,0.0,0.0
424,clearer,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
310,well-defin,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
457,hundr,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
770,note,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
824,known,1,VBN,0.0011273957158962795,0.0,1.0,0.0,0.0
554,remain,1,VBP,0.0011273957158962795,0.0,1.0,0.0,0.0
138,addit,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
782,data,1,NNS,0.0011273957158962795,0.0,1.0,0.0,0.0
814,1920,1,CD,0.0011273957158962795,0.0,1.0,0.0,0.0
841,13.8,1,CD,0.0011273957158962795,0.0,1.0,0.0,0.0
586,closest,1,JJS,0.0011273957158962795,0.0,1.0,0.0,0.0
706,like,1,IN,0.0011273957158962795,0.0,0.0,1.0,0.3612
363,assumpt,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
20,central,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
45,along,1,IN,0.0011273957158962795,0.0,1.0,0.0,0.0
877,develop,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
