index,token,count,tag,frequency,neg,neu,pos,compound
640,said,1,VBD,0.0005865102639296188,0.0,1.0,0.0,0.0
437,place,1,NN,0.0005865102639296188,0.0,1.0,0.0,0.0
722,required,1,VBN,0.0005865102639296188,0.0,1.0,0.0,0.0
897,reasonable,1,JJ,0.0005865102639296188,0.0,1.0,0.0,0.0
990,question,1,NN,0.0005865102639296188,0.0,1.0,0.0,0.0
927,make,1,VBP,0.0005865102639296188,0.0,1.0,0.0,0.0
708,follow,1,VB,0.0005865102639296188,0.0,1.0,0.0,0.0
1607,posits,1,VBZ,0.0005865102639296188,0.0,1.0,0.0,0.0
162,explore,1,VB,0.0005865102639296188,0.0,1.0,0.0,0.0
159,allows,1,VBZ,0.0005865102639296188,0.0,1.0,0.0,0.0
205,eyes,1,NNS,0.0005865102639296188,0.0,1.0,0.0,0.0
947,measure,1,VB,0.0005865102639296188,0.0,1.0,0.0,0.0
1239,moon,1,NN,0.0005865102639296188,0.0,1.0,0.0,0.0
1574,were,1,VBD,0.0005865102639296188,0.0,1.0,0.0,0.0
1693,properties,1,NNS,0.0005865102639296188,0.0,1.0,0.0,0.0
232,positions,1,NNS,0.0005865102639296188,0.0,1.0,0.0,0.0
1581,proportional,1,JJ,0.0005865102639296188,0.0,1.0,0.0,0.0
1316,environment,1,NN,0.0005865102639296188,0.0,1.0,0.0,0.0
759,includes,1,VBZ,0.0005865102639296188,0.0,1.0,0.0,0.0
879,take,1,VB,0.0005865102639296188,0.0,1.0,0.0,0.0
583,well-defined,1,JJ,0.0005865102639296188,0.0,1.0,0.0,0.0
863,able,1,JJ,0.0005865102639296188,0.0,1.0,0.0,0.0
234,movements,1,NNS,0.0005865102639296188,0.0,1.0,0.0,0.0
1695,behavior,1,NN,0.0005865102639296188,0.0,1.0,0.0,0.0
1589,known,1,VBN,0.0005865102639296188,0.0,1.0,0.0,0.0
1640,becomes,1,VBZ,0.0005865102639296188,0.0,1.0,0.0,0.0
1614,very,1,RB,0.0005865102639296188,0.0,1.0,0.0,0.0
1665,might,1,MD,0.0005865102639296188,0.0,1.0,0.0,0.0
